ítem_id;location;timestamp;price;promapplie
SM-A235MZKEARO;7110;20220901;72999.00;                0
SM-S908EZWMARO;7250;20220901;331999.00;                0
SM-F936BZKLARO;7660;20220901;275112.39;                1
SM-A035MZKFARO;7660;20220901;41738.26;                0
SM-A035MZKEARO;7660;20220901;37390.43;                0
SM-F936BZELARO;7660;20220901;275112.39;                1
SM-A035MZKFARO;7660;20220901;41738.26;                0
SM-A536EZOAARO;7560;20220901;122999.00;                0
SM-A035MZBAARO;7660;20220901;32173.04;                0
SM-F936BZAMARO;7860;20220901;339999.05;                1
SM-G781BZRLARO;7660;20220901;123477.39;                0
SM-F721BZAJARO;7660;20220901;159275.29;                1
SM-A536EZOAARO;7660;20220901;106955.65;                0
SM-A536EZOAARO;7660;20220901;106955.65;                0
SM-A536EZOAARO;7660;20220901;106955.65;                0
SM-A135MLBEARO;7660;20220901;48694.78;                0
SM-A035MZKEARO;7660;20220901;37390.43;                0
SM-F936BZELARO;7330;20220901;233999.20;                1
SM-A536EZOAARO;7660;20220901;-106955.65;                0
SM-G781BZBLARO;7140;20220901;121999.00;                1
SM-G990ELVAARO;7270;20220901;174999.00;                0
SM-A336MZKFARO;7170;20220901;99999.00;                0
SM-F721BLVKARO;7170;20220901;175999.20;                1
SM-F721BLVKARO;7170;20220901;130999.28;                1
SM-F721BLVKARO;7170;20220901;130999.28;                1
SM-F721BLVKARO;7730;20220901;174999.08;                1
SM-F721BLVKARO;7730;20220901;219999.00;                0
SM-F721BLBKARO;7730;20220901;130999.28;                1
SM-S908EZKMARO;7730;20220901;331999.00;                0
SM-S908EZWMARO;7240;20220901;331999.00;                0
SM-F936BZELARO;7240;20220901;379999.00;                0
SM-A235MZKEARO;7730;20220901;72999.00;                0
SM-F721BLBKARO;7730;20220901;219999.00;                0
SM-F936BZELARO;7730;20220901;233999.20;                1
SM-F721BLVKARO;7730;20220901;-219999.00;                0
SM-F936BZAMARO;7150;20220901;323029.19;                1
SM-A536EZKAARO;7150;20220901;122999.00;                0
SM-S908EDRMARO;7490;20220901;286998.86;                1
SM-A035MZKFARO;7490;20220901;47999.01;                0
SM-F936BZAMARO;7490;20220901;339999.05;                1
SM-F936BZAMARO;7490;20220901;329999.17;                1
SM-M236BLBKARO;7490;20220901;88999.00;                0
SM-G781BZRLARO;7490;20220901;141999.00;                0
SM-G781BZRLARO;7490;20220901;141999.00;                0
SM-A528BZKMARO;7490;20220901;122999.00;                0
SM-G781BZRLARO;7490;20220901;141999.00;                0
SM-S908EZKMARO;7300;20220901;286998.86;                1
SM-A135MLBEARO;7650;20220901;48694.78;                0
SM-A536EZKAARO;7650;20220901;106955.65;                0
SM-G781BZRLARO;7650;20220901;123477.39;                0
SM-F721BLVKARO;7650;20220901;159275.29;                1
SM-A325MZKMARO;7230;20220901;75999.00;                0
SM-A235MZKEARO;7230;20220901;72999.00;                0
SM-S908EZWMARO;7230;20220901;286998.86;                1
SM-A235MLBEARO;7800;20220901;63477.39;                0
SM-A135MLBEARO;7800;20220901;48694.78;                0
SM-A226BZALARO;7800;20220901;60868.70;                0
SM-S908EZKMARO;7800;20220901;288694.78;                0
SM-A135MLBEARO;7800;20220901;48694.78;                0
SM-F936BZAMARO;7800;20220901;296831.86;                1
SM-F721BZAJARO;7820;20220901;164999.03;                1
SM-F936BZAMARO;7820;20220901;327999.20;                1
SM-F721BZAJARO;7820;20220901;169998.94;                1
SM-S901EZWLARO;7820;20220901;185999.12;                1
SM-F936BZAMARO;7820;20220901;409999.00;                0
SM-F936BZAMARO;7820;20220901;327999.20;                1
SM-S901EZKLARO;7370;20220901;215999.00;                0
SM-S901EZKLARO;7370;20220901;185999.12;                1
SM-S901EZKLARO;7370;20220901;-215999.00;                0
SM-F721BLVKARO;7640;20220901;130999.28;                1
SM-F721BLVKARO;7640;20220901;175999.20;                1
SM-F721BLVKARO;7640;20220901;130999.28;                1
SM-F721BLVKARO;7640;20220901;130999.28;                1
SM-F721BLVKARO;7640;20220901;130999.28;                1
SM-F721BLVKARO;7320;20220901;174999.08;                1
SM-F721BLVKARO;7320;20220901;219999.00;                0
SM-A135MZKKARO;7320;20220901;60999.00;                0
SM-A135MZKKARO;7320;20220901;60999.00;                0
SM-A135MZKKARO;7320;20220901;60999.00;                0
SM-G781BZRLARO;7360;20220901;141999.00;                0
SM-A235MLBEARO;7360;20220901;72999.00;                0
SM-A235MZKEARO;7360;20220901;72999.00;                0
SM-S908EDRMARO;7360;20220901;331999.00;                0
SM-S908EZWMARO;7210;20220901;331999.00;                0
SM-F721BLBKARO;7210;20220901;164999.03;                1
SM-A325MZKMARO;7210;20220901;75999.00;                0
SM-F721BLBKARO;7210;20220901;174999.08;                1
SM-F721BLBKARO;7210;20220901;169998.94;                1
SM-G781BZRLARO;7210;20220901;141999.00;                0
SM-F721BLBKARO;7210;20220901;219999.00;                0
SM-F721BLVKARO;7210;20220901;174999.08;                1
SM-A135MZKKARO;7940;20220901;51738.26;                0
SM-A035MZKFARO;7940;20220901;41738.26;                0
SM-A035MZKFARO;7940;20220901;41738.26;                0
SM-A336MLBFARO;7940;20220901;86955.65;                0
SM-A325MZKMARO;7940;20220901;66086.09;                0
SM-A035MZKFARO;7340;20220901;47999.01;                0
SM-G781BZBLARO;7750;20220901;141999.00;                0
SM-S908EZWMARO;7750;20220901;286998.86;                1
SM-G781BZRLARO;7750;20220901;141999.00;                0
SM-G781BZBLARO;7750;20220901;141999.00;                0
SM-F936BZAMARO;7750;20220901;257999.25;                1
SM-A135MZKKARO;7750;20220901;60999.00;                0
SM-A325MZBMARO;7750;20220901;75999.00;                0
SM-A032MZKAARO;7470;20220901;31499.00;                0
SM-M236BLBKARO;7750;20220901;88999.00;                0
SM-A032MZKAARO;7470;20220901;31499.00;                0
SM-G780GZBLARO;7190;20220901;134999.00;                0
SM-A325MZKMARO;7440;20220901;75999.00;                0
SM-S901EZKLARO;7420;20220901;185999.12;                1
SM-S908EZKMARO;7420;20220901;331999.00;                0
SM-A032MZKAARO;7420;20220901;31499.00;                0
SM-A032MZKAARO;7420;20220901;31499.00;                0
SM-A032MZKAARO;7420;20220901;31499.00;                0
SM-A135MZWEARO;7420;20220901;55999.00;                0
SM-F721BLVKARO;7220;20220901;219999.00;                0
SM-F721BLVKARO;7220;20220901;174999.08;                1
SM-F721BLVKARO;7220;20220901;169998.94;                1
SM-F936BZELARO;7220;20220901;379999.00;                0
SM-A226BZALARO;7220;20220901;69999.00;                0
SM-G990EZAAARO;7220;20220901;174999.00;                0
SM-F721BLVKARO;7220;20220901;169998.94;                1
SM-A035MZKFARO;7220;20220901;47999.01;                0
SM-F721BLVKARO;7220;20220901;-219999.00;                0
SM-A035MZKFARO;7450;20220901;47999.01;                0
SM-A536EZOAARO;7180;20220901;122999.00;                0
SM-A035MZKFARO;7180;20220901;47999.01;                0
SM-A226BZWLARO;7810;20220901;69999.00;                0
SM-A035MZBAARO;7810;20220901;36999.00;                0
SM-F721BZAJARO;7810;20220901;174999.08;                1
SM-F721BLVKARO;7760;20220901;175999.20;                1
SM-G781BZRLARO;7760;20220901;121999.00;                1
SM-F721BLBKARO;7760;20220901;174999.08;                1
SM-A135MLBEARO;7510;20220901;55999.00;                0
SM-A135MZKKARO;7760;20220901;60999.00;                0
SM-A035MZKFARO;7510;20220901;47999.01;                0
SM-G780GZBLARO;7760;20220901;134999.00;                0
SM-F936BZKLARO;7510;20220901;379999.00;                0
SM-A035MZKEARO;7760;20220901;42999.00;                0
SM-A035MZBAARO;7510;20220901;36999.00;                0
SM-A035MZKEARO;7760;20220901;42999.00;                0
SM-M236BZGKARO;7510;20220901;88999.00;                0
SM-A035MZKEARO;7760;20220901;42999.00;                0
SM-F721BLBKARO;7510;20220901;219999.00;                0
SM-A035MZKFARO;7760;20220901;47999.01;                0
SM-A325MZKMARO;7510;20220901;75999.00;                0
SM-G781BZRLARO;7510;20220901;141999.00;                0
SM-G781BZRLARO;7510;20220901;141999.00;                0
SM-G781BZRLARO;7760;20220901;141999.00;                0
SM-A135MZKKARO;7760;20220901;60999.00;                0
SM-F721BLVKARO;7500;20220901;130999.28;                1
SM-G781BLVLARO;7500;20220901;121999.00;                1
SM-F936BZAMARO;7500;20220901;329999.17;                1
SM-A135MZKKARO;7500;20220901;60999.00;                0
SM-F721BLBKARO;7500;20220901;175999.20;                1
SM-F721BLVKARO;7500;20220901;175999.20;                1
SM-F721BLBKARO;7500;20220901;219999.00;                0
SM-F936BZAMARO;7500;20220901;409999.00;                0
SM-M236BLBKARO;7500;20220901;88999.00;                0
SM-F721BLBKARO;7500;20220901;130999.28;                1
SM-F721BLBKARO;7500;20220901;125999.14;                1
SM-F721BLVKARO;7500;20220901;174999.08;                1
SM-F721BLVKARO;7500;20220901;125999.14;                1
SM-A325MZKMARO;7670;20220901;75999.00;                0
SM-A035MZKAARO;7670;20220901;36999.00;                0
SM-A135MZKKARO;7670;20220901;60999.00;                0
SM-A336MZKFARO;7670;20220901;99999.00;                0
SM-A536EZKAARO;7430;20220901;122999.00;                0
SM-A035MZKAARO;7430;20220901;36999.00;                0
SM-A035MZKFARO;7430;20220901;47999.01;                0
SM-G781BZGLARO;7400;20220901;121999.00;                1
SM-A536EZKAARO;7400;20220901;122999.00;                0
SM-G781BLVLARO;7400;20220901;141999.00;                0
SM-S908EZWMARO;7400;20220901;286998.86;                1
SM-A235MLBEARO;7390;20220901;72999.00;                0
SM-F721BLBKARO;7390;20220901;219999.00;                0
SM-F936BZAMARO;7390;20220901;339999.05;                1
SM-F721BLBKARO;7390;20220901;219999.00;                0
SM-F721BLVKARO;7390;20220901;174999.08;                1
SM-F721BLVKARO;7390;20220901;174999.08;                1
SM-F936BZAMARO;7390;20220901;329999.17;                1
SM-A325MZBMARO;7390;20220901;75999.00;                0
SM-G781BZBLARO;7390;20220901;141999.00;                0
SM-F721BLBKARO;7390;20220901;219999.00;                0
SM-F721BLBKARO;7390;20220901;219999.00;                0
SM-F721BLVKARO;7390;20220901;174999.08;                1
SM-S908EZWMARO;7390;20220901;286998.86;                1
SM-A035MZKFARO;7390;20220901;47999.01;                0
SM-F721BLBKARO;7390;20220901;130999.28;                1
SM-A135MZKKARO;7390;20220901;60999.00;                0
SM-M236BLBKARO;7390;20220901;88999.00;                0
SM-F721BLBKARO;7390;20220901;130999.28;                1
SM-F721BLBKARO;7390;20220901;174999.08;                1
SM-F721BLVKARO;7390;20220901;130999.28;                1
SM-F721BLBKARO;7390;20220901;130999.28;                1
SM-F721BLVKARO;7390;20220901;130999.28;                1
SM-F721BLVKARO;7390;20220901;130999.28;                1
SM-F721BLVKARO;7390;20220901;174999.08;                1
SM-F721BLBKARO;7390;20220901;219999.00;                0
SM-F721BLBKARO;7390;20220901;219999.00;                0
SM-F936BZELARO;7390;20220901;379999.00;                0
SM-F936BZAMARO;7390;20220901;329999.17;                1
SM-A035MZBEARO;7390;20220901;42999.00;                0
SM-G781BZRLARO;7390;20220901;141999.00;                0
SM-G781BLVLARO;7390;20220901;141999.00;                0
SM-F721BLBKARO;7390;20220901;174999.08;                1
SM-A235MLBEARO;7390;20220901;-72999.00;                0
SM-F721BLBKARO;7390;20220901;-219999.00;                0
SM-F721BLVKARO;7280;20220901;174999.08;                1
SM-A035MZKFARO;7280;20220901;47999.01;                0
SM-F936BZELARO;7280;20220901;233999.20;                1
SM-F721BLVKARO;7280;20220901;219999.00;                0
SM-S908EZWMARO;7280;20220901;286998.86;                1
SM-G781BZBLARO;7790;20220902;141999.00;                0
SM-G781BZBLARO;7790;20220902;141999.00;                0
SM-G781BLVLARO;7500;20220902;127999.00;                0
SM-A528BZKMARO;7710;20220902;122999.00;                0
SM-A135MZKKARO;7260;20220902;60999.00;                0
SM-A235MLBEARO;7260;20220902;62049.00;                0
SM-A235MLBEARO;7260;20220902;62049.00;                0
SM-G781BZRLARO;7280;20220902;127999.00;                0
SM-A536EZKAARO;7400;20220902;104499.00;                0
SM-G781BLVLARO;7400;20220902;141999.00;                0
SM-G781BLVLARO;7130;20220902;127999.00;                0
SM-A235MLBEARO;7260;20220902;62049.00;                0
SM-G781BZRLARO;7830;20220902;141999.00;                0
SM-A135MZKKARO;7510;20220902;121998.00;                0
SM-A235MZKEARO;7330;20220902;72999.00;                0
SM-S908EDRMARO;7490;20220902;298799.00;                0
SM-G781BZRLARO;7280;20220902;127999.00;                0
SM-S901EZKLARO;7250;20220902;194399.00;                0
SM-G781BLVLARO;7370;20220902;127999.00;                0
SM-F936BZKLARO;7790;20220902;303999.20;                1
SM-A035MZKEARO;7790;20220902;42999.00;                0
SM-A135MZWEARO;7790;20220902;51998.99;                1
SM-A536EZOAARO;7790;20220902;-118999.00;                0
SM-A135MZKKARO;7260;20220902;60999.00;                0
SM-A235MZKEARO;7260;20220902;72999.00;                0
SM-F721BLVKARO;7260;20220902;169998.94;                1
SM-F721BLVKARO;7260;20220902;174999.08;                1
SM-G781BLVLARO;7260;20220902;116999.08;                1
SM-F721BLVKARO;7260;20220902;219999.00;                0
SM-F721BLBKARO;7260;20220902;130999.28;                1
SM-A135MZKKARO;7260;20220902;60999.00;                0
SM-S908EZWMARO;7260;20220902;331999.00;                0
SM-A035MZKFARO;7760;20220902;43999.00;                0
SM-A235MZKEARO;7830;20220902;72999.00;                0
SM-A235MZKEARO;7830;20220902;72999.00;                0
SM-A235MZKEARO;7830;20220902;72999.00;                0
SM-F721BZAJARO;7830;20220902;174999.08;                1
SM-A235MZKEARO;7830;20220902;72999.00;                0
SM-F936BZAMARO;7830;20220902;409999.00;                0
SM-F721BLVKARO;7830;20220902;164999.03;                1
SM-M127FZKEARO;7980;20220902;42299.10;                1
SM-A336MZWFARO;7550;20220902;99999.00;                0
SM-A336MZWFARO;7550;20220902;99999.00;                0
SM-A135MLBEARO;7550;20220902;51998.99;                1
SM-A336MZWFARO;7550;20220902;-99999.00;                0
SM-G781BLVLARO;7480;20220902;141999.00;                0
SM-F936BZAMARO;7480;20220902;409999.00;                0
SM-A135MZWEARO;7480;20220902;51998.99;                1
SM-F936BZAMARO;7480;20220902;-409999.00;                0
SM-A135MZKKARO;7570;20220902;60999.00;                0
SM-F936BZAMARO;7570;20220902;327999.20;                1
SM-A032MZKAARO;7220;20220902;31499.00;                0
SM-A135MLBEARO;7570;20220902;51998.99;                1
SM-A336MZKFARO;7220;20220902;99999.00;                0
SM-F926BZKAARO;7220;20220902;379999.00;                0
SM-A135MZWEARO;7570;20220902;51998.99;                1
SM-A536EZOAARO;7220;20220902;122999.00;                0
SM-F721BLBKARO;7570;20220902;219999.00;                0
SM-G781BZBLARO;7220;20220902;121999.00;                1
SM-F721BLVKARO;7570;20220902;175999.20;                1
SM-F721BLBKARO;7570;20220902;130999.28;                1
SM-A325MZWMARO;7990;20220902;68399.10;                1
SM-A135MZKKARO;7990;20220902;54899.10;                1
SM-A135MZKKARO;7990;20220902;54899.10;                1
SM-A035MZBEARO;7990;20220902;42999.00;                0
SM-A035MZKAARO;7990;20220902;36999.00;                0
SM-S901EZWLARO;7970;20220902;185999.12;                1
SM-A032MZKAARO;7950;20220902;31499.00;                0
SM-A135MZWEARO;7950;20220902;55999.00;                0
SM-A325MZKMARO;7950;20220902;75999.00;                0
SM-A135MZKKARO;7950;20220902;60999.00;                0
SM-A035MZKFARO;10010;20220902;43999.01;                1
SM-M236BLBKARO;10010;20220902;80099.10;                1
SM-A035MZKEARO;7510;20220902;38699.00;                0
SM-F721BLBKARO;7130;20220902;175999.20;                1
SM-F721BLVKARO;7130;20220902;130999.28;                1
SM-F721BLBKARO;7130;20220902;130999.28;                1
SM-A226BZALARO;7130;20220902;69999.00;                0
SM-A536EZOAARO;7130;20220902;113999.04;                1
SM-F721BLBKARO;7130;20220902;130999.28;                1
SM-F936BZAMARO;7130;20220902;257999.25;                1
SM-F721BLBKARO;7130;20220902;219999.00;                0
SM-F721BLBKARO;7130;20220902;219999.00;                0
SM-F936BZAMARO;7130;20220902;257999.25;                1
SM-M236BLBKARO;7130;20220902;88999.00;                0
SM-F936BZAMARO;7130;20220902;409999.00;                0
SM-F936BZAMARO;7130;20220902;327999.20;                1
SM-F936BZAMARO;7130;20220902;-409999.00;                0
SM-A235MZWEARO;7930;20220902;65630.12;                1
SM-A035MZBEARO;10020;20220902;-42999.00;                0
SM-F721BLBKARO;7780;20220902;219999.00;                0
SM-A325MZWMARO;7780;20220902;75999.00;                0
SM-A536EZOAARO;7780;20220902;122999.00;                0
SM-F721BLVKARO;7780;20220902;174999.08;                1
SM-A035MZKFARO;7780;20220902;43999.01;                1
SM-A035MZKFARO;7780;20220902;43999.01;                1
SM-A536EZOAARO;7780;20220902;122999.00;                0
SM-F721BLVKARO;7780;20220902;174999.08;                1
SM-A235MLBEARO;7780;20220902;72999.00;                0
SM-F721BLBKARO;7780;20220902;219999.00;                0
SM-F721BLBKARO;7780;20220902;-219999.00;                0
SM-A035MZKFARO;7660;20220902;38260.00;                1
SM-A135MLBEARO;7660;20220902;44346.97;                1
SM-A135MZKKARO;7660;20220902;53042.61;                0
SM-G781BZRLARO;7660;20220902;123477.39;                0
SM-G781BZRLARO;7660;20220902;123477.39;                0
SM-A035MZKEARO;7660;20220902;37390.43;                0
SM-A135MLBEARO;7660;20220902;45216.51;                1
SM-A536EZOAARO;7660;20220902;106955.65;                0
SM-A536EZOAARO;7660;20220902;106955.65;                0
SM-F721BZAKARO;7660;20220902;159275.29;                1
SM-A035MZKEARO;7660;20220902;37390.43;                0
SM-A325MZBMARO;7660;20220902;66086.09;                0
SM-G781BLVLARO;7270;20220902;121999.00;                1
SM-F721BLVKARO;7270;20220902;130999.28;                1
SM-A032MZKAARO;7270;20220902;31499.00;                0
SM-G781BLVLARO;7270;20220902;141999.00;                0
SM-A135MZWEARO;7270;20220902;51998.99;                1
SM-F721BLVKARO;7270;20220902;174999.08;                1
SM-A035MZKFARO;7520;20220902;43999.01;                1
SM-F721BLVKARO;7520;20220902;219999.00;                0
SM-F721BLVKARO;7520;20220902;174999.08;                1
SM-A536EZOAARO;7520;20220902;122999.00;                0
SM-S906EZKMARO;7520;20220902;279999.00;                0
SM-F721BLVKARO;7520;20220902;-219999.00;                0
SM-A235MZKEARO;7630;20220902;72999.00;                0
SM-F721BZAJARO;7160;20220902;130999.28;                1
SM-A336MZWFARO;7160;20220902;99999.00;                0
SM-G781BZBLARO;7200;20220902;121999.00;                1
SM-G781BZBLARO;7200;20220902;121999.00;                1
SM-A032MCKAARO;7310;20220902;31499.00;                0
SM-F721BLVKARO;7310;20220902;169998.94;                1
SM-A035MZKAARO;7310;20220902;36999.00;                0
SM-F721BLVKARO;7110;20220902;175999.20;                1
SM-F721BLVKARO;7110;20220902;175999.20;                1
SM-F721BLVKARO;7110;20220902;169998.94;                1
SM-A336MZWFARO;7110;20220902;99999.00;                0
SM-A536EZKAARO;7110;20220902;122999.00;                0
SM-A035MZKFARO;7250;20220902;43999.01;                1
SM-F721BLVKARO;7250;20220902;219999.00;                0
SM-A336MZWFARO;7320;20220902;99999.00;                0
SM-A135MZWEARO;7320;20220902;51998.99;                1
SM-A226BZALARO;7320;20220902;69999.00;                0
SM-F721BLVKARO;7320;20220902;174999.08;                1
SM-A235MZWEARO;7230;20220902;72999.00;                0
SM-S906EZGMARO;7230;20220902;279999.00;                0
SM-F936BZELARO;7230;20220902;379999.00;                0
SM-F721BLVKARO;7240;20220902;174999.08;                1
SM-A135MZWEARO;7330;20220902;51998.99;                1
SM-A035MZKFARO;7330;20220902;43999.01;                1
SM-A536EZKAARO;7240;20220902;113999.04;                1
SM-A536EZKAARO;7240;20220902;113999.04;                1
SM-A032MZKAARO;7330;20220902;31499.00;                0
SM-G781BZRLARO;7280;20220902;121999.00;                1
SM-F721BLVKARO;7650;20220902;159275.29;                1
SM-F936BZAMARO;7280;20220902;257999.25;                1
SM-A135MZWEARO;7280;20220902;47499.02;                1
SM-A135MZWEARO;7280;20220902;51998.99;                1
SM-A013MZKLARO;7280;20220902;12799.00;                0
SM-F721BLBKARO;7280;20220902;125999.14;                1
SM-F721BLBKARO;7280;20220902;125999.14;                1
SM-F721BLVKARO;7280;20220902;219999.00;                0
SM-S908EZKMARO;7150;20220902;286998.86;                1
SM-A035MZKFARO;7150;20220902;43999.01;                1
SM-F721BLVKARO;7150;20220902;130999.28;                1
SM-A135MZWEARO;7800;20220902;45216.51;                1
SM-A135MZWEARO;7800;20220902;45216.51;                1
SM-A135MZWEARO;7800;20220902;45216.51;                1
SM-G781BLVLARO;7800;20220902;123477.39;                0
SM-A226BZALARO;7800;20220902;60868.70;                0
SM-F936BZAMARO;7800;20220902;296831.86;                1
SM-S901EZKLARO;7800;20220902;187825.22;                0
SM-F936BZAMARO;7800;20220902;371039.82;                0
SM-A135MZWEARO;7800;20220902;45216.51;                1
SM-F936BZAMARO;7800;20220902;296831.86;                1
SM-F936BZAMARO;7800;20220902;-371039.82;                0
SM-S908EZWMARO;7640;20220902;331999.00;                0
SM-F936BZELARO;7640;20220902;233999.20;                1
SM-A336MZKFARO;7640;20220902;99999.00;                0
SM-A032MCKAARO;7560;20220902;31499.00;                0
SM-A336MZWFARO;7530;20220902;99999.00;                0
SM-A135MZWEARO;7530;20220902;51998.99;                1
SM-A135MZWEARO;7530;20220902;51998.99;                1
SM-G781BZRLARO;7360;20220902;121999.00;                1
SM-F936BZELARO;7360;20220902;379999.00;                0
SM-A035MZKAARO;7360;20220902;36999.00;                0
SM-A336MZKFARO;7360;20220902;99999.00;                0
SM-A127MZBEARO;7360;20220902;33999.00;                0
SM-A127MZBEARO;7360;20220902;-33999.00;                0
